Case No,Division,Water District,Waterbody Name,Waterbody Type,Appropriation Type,Appropriation Date,Prior Adjudication Date,WDID,Upper Terminus,UT UTM East,UT UTM North,Lower Terminus,LT UTM East,LT UTM North,Lake UTM North,Lake UTM East,Location,Length,Flow Amounts,Volume in AF,County,Watershed
77W1384,6,54,Middle Fork Little Snake River,Stream,New Appropriation,09/23/1977,,5401020,confl King Solomon Creek in,331001.03,4536549.35,confl NF Little Snake River in,327765.94,4540060.32,,,"(40.993547, -107.047667)",3.5,20 (1/1 - 12/31),,Routt,Little Snake
16CW3044,6,58,Willow Creek,Stream,New Appropriation,01/26/2016,,5803060,confl Beaver Creek at,338266.19,4514833.43,confl Lester Creek at,339789.19,4514098.44,,,"(40.762253, -106.898114)",1.47,"13 (4/16 - 6/30), 3 (7/1 - 7/31)",,Routt,Upper Yampa
94CW0257,1,9,Bear Creek,Stream,New Appropriation,09/13/1994,,0902105,confl Beartrack Creek at,450706.52,4383395.22,confl Truesdell Creek at,454019.57,4384614.26,,,"(39.61, -105.535278)",2.5,"3 (10/16 - 4/14), 7.5 (4/15 - 10/15)",,Clear Creek,Upper South Platte
83CW0229,4,59,Brush Creek,Stream,New Appropriation,06/03/1982,,5901485,confl West Brush Creek at,336872.42,4307385.91,hdgt Jarvis Ditch at,335363.39,4306049.91,,,"(38.888611, -106.897222)",1.4,"7 (10/1 - 4/30), 12 (5/1 - 9/30)",,Gunnison,East-Taylor
80CW0122,5,37,West Lake Creek,Stream,New Appropriation,03/17/1980,,3702007,headwaters in vicinity of,360505.02,4374750.39,Forest Service boundary at,361682.24,4384076.88,,,"(39.595278, -106.610278)",6.8,5 (1/1 - 12/31),,Eagle,Eagle
W-3002-76,5,37,MYSTIC ISLAND LAKE,Lake,New Appropriation,01/14/1976,,3703572,na,,,na,,,4368386.14,363006.16,"(39.454167, -106.591667)",,,465,Eagle,Eagle
94CW0055,3,20,Pierce Creek,Stream,New Appropriation,03/09/1994,,2001888,headwaters in vicinity of,332595.17,4176398.27,confl Goose Creek in,338780.45,4179650.37,,,"(37.749964, -106.829994)",4.5,"1.25 (4/1 - 8/15), 0.5 (8/16 - 3/31)",,Mineral,Rio Grande Headwaters
10CW0044,6,54,Grizzley Creek,Stream,New Appropriation,01/26/2010,,5400668,confl unnamed tributary at,313082.11,4516935.98,Forest Service Boundary at,312037.25,4522603.57,,,"(40.833056, -107.229167)",2.9,"1.3 (3/15 - 7/15), 0.5 (7/16 - 3/14)",,Routt,Little Snake
12CW0034,3,25,Brewery Creek,Stream,New Appropriation,01/24/2012,,2502000,USFS Boundary at,397267.96,4238653.95,confl Kerber Creek at,399422.13,4237184.91,,,"(38.277222, -106.15)",1.79,"2.85 (4/1 - 7/31), 2.1 (8/1 - 11/15), 1.6 (11/16 - 3/31)",,Saguache,San Luis
80CW0018,5,38,Hunter Creek,Stream,Acquisition,08/05/1950,,3802113,hdgt Evans Ditch #1 in,348690.75,4341417.95,historic return flow point in,345546.72,4341448.95,,,"(39.208589, -106.7889)",2,7.05 (5/15 - 9/15),,Pitkin,Roaring Fork
86CW0227,5,52,Piney River,Stream,New Appropriation,01/16/1986,,5202004,confl Meadow Creek at,374847.98,4398799.76,confl NF Piney River at,372300.00,4402945.86,,,"(39.766667, -106.493056)",3.2,6.5 (1/1 - 12/31),,Eagle,Colorado Headwaters
W-3200-76,5,37,CLEVELAND LAKE,Lake,New Appropriation,03/17/1976,,3703546,na,,,na,,,4364502.69,371741.01,"(39.42, -106.4875)",,,26,Eagle,Eagle
W-3342-77,4,59,ANNIE LAKE,Lake,New Appropriation,03/09/1977,,5903739,na,,,na,,,4285037.68,368132.21,"(38.704167, -106.516667)",,,4,Gunnison,East-Taylor
19CW3064,2,16,Bonnett Creek,Stream,New Appropriation,01/29/2019,,1603004,headwaters in the vicinity of,486695.74,4138962.59,confl Cucharas River at,491728.78,4137528.63,,,"(37.384472, -105.093433)",4.05,"0.4 (09/01 - 03/31), 1 (04/01 - 06/30), 0.55 (07/01 - 08/31)",,Huerfano,Huerfano
77W4632,2,19,North Fork Purgatoire River,Stream,New Appropriation,01/19/1977,,1903000,headwaters in vicinity of,486286.40,4126539.56,inlet Trinidad North Lake in,495540.82,4121298.14,,,"(37.238197, -105.050272)",7,5 (1/1 - 12/31),,Las Animas,Purgatoire
82CW0209,3,21,Alamosa River,Stream,New Appropriation,10/07/1982,,2100654,confl Treasure & Cascade Cks at,356552.39,4136300.06,confl Wightman Fork in,365365.77,4140775.96,,,"(37.403992, -106.521189)",7.2,"7 (10/1 - 4/30), 15 (5/1 - 9/30)",,"Conejos, Rio Grande",Alamosa-Trinchera
92CW0056,6,47,South Fork Michigan River,Stream,New Appropriation,05/08/1992,,4701177,confl Silver Creek at,414614.38,4481675.38,hdgt Mason Ditch at,413132.48,4484348.83,,,"(40.505278, -106.024722)",2.1,"18 (5/1 - 8/15), 8.5 (8/16 - 10/31), 4.5 (11/1 - 4/30)",,Jackson,North Platte Headwaters
80CW0215,1,80,Goose Creek,Stream,New Appropriation,05/07/1980,,8002123,headwaters in vicinity of,465514.60,4339524.14,confl Cheesman Res at,474206.01,4340489.53,,,"(39.213611, -105.298333)",10.8,"6 (10/1 - 4/30), 10 (5/1 - 9/30)",,"Jefferson, Park",Upper South Platte
85CW0422,1,3,Cache la Poudre River,Stream,New Appropriation,11/08/1985,,0302114,confl Sheep Creek at,435593.88,4504617.91,confl SF Cache la Poudre at,462203.45,4504046.36,,,"(40.686442, -105.4473)",21.6,38 (1/1 - 12/31),,Larimer,Cache La Poudre
84CW0147,3,20,East Fork Pinos Creek,Stream,New Appropriation,08/16/1982,,2001749,confl unnmd trib d/s Fuchs Res,366401.49,4149353.10,confl W Fork Pinos Creek in,368924.97,4158384.17,,,"(37.563164, -106.484122)",6.2,3 (1/1 - 12/31),,Rio Grande,Alamosa-Trinchera
77W1373,6,58,Gilpin Creek,Stream,New Appropriation,09/23/1977,,5802229,headwaters in vicinity of,357749.47,4520117.48,confl Gold Creek at,354936.38,4516102.48,,,"(40.783333, -106.718333)",3.5,16 (1/1 - 12/31),,Routt,Upper Yampa
80CW0120,4,62,Williams Creek,Stream,New Appropriation,03/17/1980,,6201293,headwaters in,292770.40,4201804.54,confl Lake Fork Gunnison R in,294957.37,4199987.52,,,"(37.924344, -107.332853)",2.2,1 (1/1 - 12/31),,Hinsdale,Upper Gunnison
80CW0131,4,28,Tomichi Creek,Stream,New Appropriation,03/17/1980,,2801181,headwaters in vicinity of,379490.44,4272967.37,confl Triano Creek at,375842.29,4261283.12,,,"(38.491389, -106.423056)",9.2,4 (1/1 - 12/31),,Gunnison,Tomichi
W-3375-77,4,59,MYSTERIOUS LAKE,Lake,New Appropriation,05/12/1976,,5903692,na,,,na,,,4309759.80,352918.98,"(38.924444, -106.696111)",,,35,Gunnison,East-Taylor
83CW0046,3,20,Lime Creek,Stream,New Appropriation,08/16/1982,,2001621,headwaters in vicinity of,329599.28,4172438.29,confl Rio Grande River in,322579.39,4178007.15,,,"(37.732164, -107.013389)",7.7,2 (1/1 - 12/31),,Mineral,Rio Grande Headwaters
87CW0273,1,7,North Clear Creek,Stream,New Appropriation,12/11/1987,,0702112,confl Pine Creek at,450900.78,4410367.62,confl Quartz Valley Gulch in,457480.84,4406114.56,,,"(39.803936, -105.496697)",5.5,1.5 (1/1 - 12/31),,Gilpin,Clear
16CW3075,2,10,East Fork Turkey Creek,Stream,New Appropriation,01/26/2016,,1003006,headwaters in the vicinity of,503824.62,4281370.35,confl WF Turkey Creek at,505655.50,4277192.32,,,"(38.643264, -104.935014)",3.43,"1.35 (5/1 - 8/31), 0.5 (9/1 - 11/30), 0.3 (12/1 - 3/31), 0.6 (4/1 - 4/30)",,"El Paso, Teller",Upper Arkansas
78W3769,5,51,Willow Creek,Stream,New Appropriation,05/12/1978,,5102067,headwaters in vicinity of,415579.43,4459205.46,confl Pass Creek at,409791.40,4462480.47,,,"(40.307778, -106.061111)",7,5 (1/1 - 12/31),,Grand,Colorado Headwaters
12CW0279,1,48,Fish Creek,Stream,New Appropriation,03/21/2012,,4802113,confl unnamed tributary at,405352.37,4533448.69,confl Johnson Creek at,409421.54,4537334.73,,,"(40.982222, -106.076667)",4.31,"2.9 (5/1 - 7/15), 0.9 (7/16 - 10/31), 0.2 (11/1 - 4/30)",,Larimer,Upper Laramie
77W4641,2,79,Cascade Creek,Stream,New Appropriation,09/23/1977,,7903001,headwaters in vicinity of,466578.15,4166108.53,Forest Service boundary at,463759.59,4166958.96,,,"(37.648056, -105.408333)",2,2 (1/1 - 12/31),,Huerfano,Huerfano
82CW0231,3,22,North Fork Conejos River,Stream,New Appropriation,10/07/1982,,2200810,headwaters in vicinity of,352160.25,4128443.59,confl M Fork Conejos River at,356010.34,4126738.73,,,"(37.276111, -106.623889)",3,"8 (10/1 - 4/30), 17 (5/1 - 9/30)",,Conejos,Conejos
90CW0283,5,51,Iron Creek,Stream,New Appropriation,11/27/1990,,5102062,headwaters at natural lake at,418281.52,4411863.14,hdgt Denver Water Board div at,422287.61,4412669.26,,,"(39.860556, -105.907778)",2.5,"0.5 (11/1 - 4/1), 2.5 (4/15 - 8/31), 1 (9/1 - 10/31)",,Grand,Colorado Headwaters
79CW0011,6,47,"BIG CREEK LAKE, UPPER",Lake,New Appropriation,09/19/1978,,4703506,na,,,na,,,4530431.46,363880.46,"(40.915278, -106.595833)",,,1620,Jackson,Upper North Platte
84CW0401,4,40,Ruby Anthracite Creek,Stream,New Appropriation,05/04/1984,,4002348,outlet Lake Irwin at,317349.26,4305395.02,confl Middle Creek in,310642.30,4307360.08,,,"(38.894722, -107.183442)",6.9,2.5 (1/1 - 12/31),,Gunnison,North Fork Gunnison
76W4530,2,19,Ricardo Creek,Stream,New Appropriation,07/30/1976,,1903001,headwaters in vicinity of,482061.17,4101295.53,Colorado-New Mexico state line at,485670.10,4094335.09,,,"(36.995, -105.160556)",6,5 (1/1 - 12/31),,Costilla,Canadian Headwaters
78W9374,1,80,Burning Bear Creek,Stream,New Appropriation,07/11/1978,,8002100,headwaters in vicinity of,433217.24,4372817.01,confl Geneva Creek at,437761.31,4374081.03,,,"(39.514444, -105.723333)",3,1 (1/1 - 12/31),,Park,Upper South Platte
W-567-72,5,38,MEXICAN CUT POND # 2,Lake,Acquisition,07/01/1932,,3804035,na,,,na,,,4321852.29,321413.44,"(39.0275, -107.0625)",,,1.18,Gunnison,Roaring Fork
W-3007-76,5,37,NEW YORK LAKE,Lake,New Appropriation,01/14/1976,,3703573,na,,,na,,,4373029.69,362012.96,"(39.495833, -106.604167)",,,1240,Eagle,Eagle
94CW0050,3,20,San Francisco Creek,Stream,New Appropriation,03/09/1994,,2001873,confl WF & MF San Francisco Cr at,376844.39,4157447.96,USGS Gage in,379016.46,4160004.26,,,"(37.579144, -106.370158)",2.3,"2.5 (5/1 - 10/31), 1.5 (11/1 - 12/31), 1 (1/1 - 3/31), 1.5 (4/1 - 4/30)",,Rio Grande,Alamosa-Trinchera
11CW0152,5,51,Ranch Creek,Stream,Acquisition,,,,Denver Water Diversion at Ranch Creek,,,Confluence of Dribble Creek,,,,,,0.62,"3 (5/15 - 9/15), 2 (9/16 - 5/14), 10 (1/1 - 12/31)",,Grand,Colorado Headwaters
W-3313-77,4,59,"AXTELL LAKE, LOWER",Lake,New Appropriation,01/19/1977,,5903718,na,,,na,,,4300515.08,324394.96,,,,4,Gunnison,Upper Gunnison
83CW0211,4,62,Nellie Creek,Stream,New Appropriation,07/07/1983,,6201329,headwaters in vicinity of,284969.52,4216323.66,confl with Henson Creek at,289231.47,4210794.63,,,"(38.020278, -107.400556)",5.7,2.5 (1/1 - 12/31),,Hinsdale,Upper Gunnison
94CW0254,1,9,Lost Creek,Stream,New Appropriation,11/03/1994,,0902104,headwaters in vicinity of,451642.48,4379698.17,confl Bear Creek at,456017.60,4384984.26,,,"(39.613333, -105.511667)",4.4,"0.5 (10/16 - 3/31), 1.5 (4/1 - 10/15)",,"Clear Creek, Park",Upper South Platte
78W3779,5,51,Denver Creek,Stream,New Appropriation,05/12/1978,,5102007,headwaters in vicinity of,413443.51,4456672.38,confl Willow Creek at,408252.33,4456740.47,,,"(40.256389, -106.078333)",3,1 (1/1 - 12/31),,Grand,Colorado Headwaters
W-4305-75,2,11,WATERDOG LAKE,Lake,New Appropriation,07/09/1975,,1103936,na,,,na,,,4266158.57,382308.40,,,,300,Chaffee,Arkansas Headwaters
79CW0184,5,51,Keyser Creek,Stream,New Appropriation,05/18/1979,,5102015,headwaters in vicinity of,419450.36,4417167.85,confl Williams Fork River at,406573.18,4416831.87,,,"(39.896667, -106.091944)",9.5,"3 (10/1 - 4/30), 6 (5/1 - 9/30)",,Grand,Colorado Headwaters
76W8224,1,23,Fourmile Creek,Stream,New Appropriation,01/14/1976,,2302123,headwaters in vicinity of,399033.77,4340463.93,north boundary of,417288.40,4329882.74,,,"(39.114175, -105.956719)",17.1,8 (1/1 - 12/31),,Park,South Platte Headwaters
W-4476-76,2,13,"GOODWIN LAKE, UPPER",Lake,New Appropriation,01/14/1976,,1303531,na,,,na,,,4214255.59,445162.68,"(38.075, -105.625)",,,16,Custer,Arkansas Headwaters
08CW0094,5,43,Black Sulphur Creek,Stream,New Appropriation,01/23/2008,,4303210,confl Canyon Creek at,202762.60,4407040.65,hdgt Duckett Ditch at,206457.31,4412809.07,,,"(39.814722, -108.429167)",5.12,"1.6 (5/1 - 8/31), 1.2 (9/1 - 11/30), 1 (12/1 - 4/30)",,Rio Blanco,Piceance-Yellow
00CW0133,5,39,East Fork Parachute Creek,Stream,New Appropriation,01/26/2000,,3902016,confl First Anvil Creek at,243971.17,4382651.30,confl Bull Gulch at,241002.27,4383629.51,,,"(39.563333, -108.014167)",2.1,"0.8 (9/1 - 3/14), 1.3 (3/15 - 4/14), 2 (7/1 - 8/31), 5 (4/15 - 6/30)",,Garfield,Parachute-Roan
87CW0298,5,36,Blue River,Stream,New Appropriation,10/02/1987,,3602048,confl Slate Creek in,400473.67,4404310.74,inlet Green Mtn Res @ Doig Gulch in,394967.09,4410109.20,,,"(39.834497, -106.227497)",6.9,"90 (10/1 - 11/30), 85 (12/1 - 2/29), 125 (5/1 - 9/30), 90 (3/1 - 4/30)",,Summit,Blue
85CW0257,5,43,Cathedral Creek,Stream,New Appropriation,05/03/1985,,4301327,confl Soldier Creek in,194744.74,4407196.87,confl East Douglas Creek in,188016.57,4410043.76,,,"(39.783175, -108.642978)",5.1,1.5 (1/1 - 12/31),,"Garfield, Rio Blanco",Lower White
82CW0220,3,22,Wolf Creek,Stream,New Appropriation,10/07/1982,,2200813,headwaters in vicinity of,366553.98,4100677.64,Colorado-New Mexico state line,367968.68,4095214.68,,,"(36.993611, -106.483056)",5.9,2 (1/1 - 12/31),,"Archuleta, Conejos",Rio Chama
05CW0250,4,40,Escalante Creek,Stream,New Appropriation,01/25/2005,,4002410,confl EF & MF Escalante Crks at,203296.68,4275899.57,hdgt Knob Hill Ditch at,204287.75,4280745.40,,,"(38.626111, -108.396667)",3.9,"11.5 (4/1 - 6/14), 3.2 (6/15 - 7/31), 1.3 (8/1 - 2/28), 3.2 (3/1 - 3/31)",,Mesa,Lower Gunnison
84CW0365,4,59,Spring Creek,Stream,New Appropriation,05/04/1984,,5901509,confl Mysterious Creek at,350764.60,4306343.83,confl Spring Creek Res at,351376.60,4303424.79,,,"(38.867222, -106.7125)",2,3 (1/1 - 12/31),,Gunnison,East-Taylor
W-3335-77,4,59,"TEXAS CREEK LAKE, SOUTH",Lake,New Appropriation,03/09/1977,,5903731,na,,,na,,,4301198.16,379462.99,"(38.85, -106.3875)",,,20,Gunnison,East-Taylor
09CW0079,4,59,East Elk Creek,Stream,New Appropriation,01/27/2009,,5901448,confl Bear Wallow Gulch at,310864.12,4268520.70,confl Blue Mesa Reservoir at,310541.99,4261630.91,,,"(38.482778, -107.172222)",4.5,0.7 (4/1 - 10/31),,Gunnison,Upper Gunnison
80CW0031,7,29,Wolf Creek,Stream,New Appropriation,01/30/1980,,2901905,headwaters in vicinity of,340193.22,4149680.95,confl WF San Juan River at,332509.31,4144373.08,,,"(37.430556, -106.892222)",7.9,"11 (3/1 - 8/31), 6 (9/1 - 2/29)",,Mineral,Upper San Juan
W-3089-76,5,38,LOST MAN LAKE,Lake,New Appropriation,01/14/1976,,3803952,na,,,na,,,4335055.37,364460.31,"(39.154167, -106.568056)",,,360,Pitkin,Roaring Fork
05CW0050,7,30,Deer Park Creek,Stream,New Appropriation,01/25/2005,,3001932,headwaters in vicinity of,270266.42,4182587.29,confl Animas River at,265310.37,4184227.70,,,"(37.775278, -107.664722)",3.6,"2 (5/1 - 10/31), 1 (11/1 - 4/30)",,San Juan,Animas
80CW0209,1,80,Craig Creek,Stream,New Appropriation,05/07/1980,,8002101,headwaters in vicinity of,450768.16,4358514.85,confl NF S Platte River in,463052.88,4359439.34,,,"(39.383644, -105.429006)",12.2,8 (1/1 - 12/31),,Park,Upper South Platte
77W3636,5,37,Gore Creek,Stream,New Appropriation,07/27/1977,,3702056,confl Red Sandstone Creek in,380203.97,4388821.32,confl Eagle River in,375575.80,4385345.83,,,"(39.608825, -106.449378)",4,"8 (10/1 - 4/30), 22 (5/1 - 9/30)",,Eagle,Eagle
76W4435,2,15,Saint Charles River,Stream,New Appropriation,01/14/1976,,1503001,headwaters in,486962.97,4205269.22,conf N St Charles River in,510239.30,4211286.48,,,"(38.049256, -104.883297)",13,3 (1/1 - 12/31),,"Custer, Pueblo",Upper Arkansas
78W3810,5,37,Resolution Creek,Stream,New Appropriation,05/12/1978,,3702031,confl Pearl Creek in,388259.10,4368624.15,confl Eagle River in,385733.66,4367351.29,,,"(39.448144, -106.327992)",2,3 (1/1 - 12/31),,Eagle,Eagle
80CW0447,5,51,Colorado River,Stream,New Appropriation,07/08/1980,,5102038,hdgt Windy Gap Project div at,416860.43,4439849.96,confl Williams Fork River in,399348.16,4434664.35,,,"(40.056219, -106.180103)",14.7,90 (1/1 - 12/31),,Grand,Colorado Headwaters
81CW0304,6,47,Damfino Creek,Stream,New Appropriation,12/03/1981,,4702073,headwaters in vicinity of,358056.93,4539393.58,Colorado-Wyoming state line at,352683.39,4540510.72,,,"(41.0025, -106.751111)",4.5,2.5 (1/1 - 12/31),,Jackson,Upper North Platte
79CW0016,6,47,"RAINBOW LAKE, LOWER",Lake,New Appropriation,09/19/1978,,4703511,na,,,na,,,4500969.67,363100.70,"(40.648889, -106.616667)",,,120,Jackson,North Platte Headwaters
98CW0231,4,59,Magdalene Gulch,Stream,New Appropriation,05/11/1998,,5901817,headwaters in vicinity of,382525.73,4306606.87,confl Texas Creek at,382802.71,4304503.85,,,"(38.884444, -106.338056)",2,"1.75 (5/1 - 7/31), 0.75 (4/1 - 4/30), 0.4 (10/1 - 3/31), 0.75 (8/1 - 9/30)",,Gunnison,East-Taylor
84CW0378,4,59,East Elk Creek,Stream,New Appropriation,05/04/1984,,5901482,headwaters in vicinity of,309760.43,4278074.15,confl Blue Mesa Reservoir in,310541.99,4261630.91,,,"(38.482894, -107.172103)",10.9,1.5 (1/1 - 12/31),,Gunnison,Upper Gunnison
77W4646,2,11,East Fork Arkansas River,Stream,New Appropriation,01/19/1977,,1103030,confl Chalk Creek in,394793.07,4356126.94,confl Tennessee Creek in,384069.76,4346309.15,,,"(39.258369, -106.343689)",10,15 (1/1 - 12/31),,Lake,Arkansas Headwaters
84CW0653,1,7,Bard Creek,Stream,New Appropriation,07/13/1984,,0702110,headwaters in vicinity of,432013.48,4397216.45,confl West Fork Clear Creek in,441797.65,4401071.51,,,"(39.757572, -105.679447)",7,1.5 (1/1 - 12/31),,Clear Creek,Clear
80CW0132,5,37,June Creek,Stream,New Appropriation,03/17/1980,,3702004,headwaters in vicinity of,368648.97,4396576.63,Forest Service boundary in,366800.47,4392085.22,,,"(39.668208, -106.552922)",3.4,0.5 (1/1 - 12/31),,Eagle,Eagle
84CW0293,7,71,Dolores River,Stream,New Appropriation,07/13/1984,,7101915,confl Bear Creek at,218482.45,4163511.25,confl WF Dolores River at,203337.73,4165283.92,,,"(37.586667, -108.358333)",10.8,"30 (11/1 - 2/29), 50 (3/1 - 10/31)",,Montezuma,Upper Dolores
84CW0137,3,22,Rio de los Pinos,Stream,New Appropriation,10/07/1982,,2200908,outlet Trujillo Meadows Res at,371278.53,4101265.94,Colorado-New Mexico state line,381845.20,4095020.63,,,"(36.993889, -106.327222)",11.1,"5 (10/1 - 4/30), 19 (5/1 - 9/30)",,Conejos,Conejos
W-4311-75,2,12,WEST CREEK LAKE,Lake,New Appropriation,07/09/1975,,1203304,na,,,na,,,4246885.05,420396.78,,,,74,Fremont,Arkansas Headwaters
W-4310-75,2,12,"BUSHNELL LAKE, LOWER",Lake,New Appropriation,07/09/1975,,1203576,na,,,na,,,4245156.34,423476.57,,,,22,Fremont,Arkansas Headwaters
W-1081-76,6,58,PTARMIGAN LAKE,Lake,New Appropriation,03/17/1976,,5804434,na,,,na,,,4506671.49,357216.21,"(40.698611, -106.689444)",,,58,Routt,Upper Yampa
84CW0277,7,30,Corral Creek,Stream,New Appropriation,07/13/1984,,3001915,headwaters in vicinity of,240285.32,4177011.13,confl Hermosa Creek at,241842.28,4173326.09,,,"(37.670833, -107.926389)",3,1.5 (1/1 - 12/31),,San Juan,Animas
78W3774,5,51,Willow Creek,Stream,New Appropriation,05/12/1978,,5102012,confl Pass Creek at,409791.40,4462480.47,BLM boundary at,412490.34,4449635.88,,,"(40.1925, -106.0275)",11,12 (1/1 - 12/31),,Grand,Colorado Headwaters
84CW0429,4,60,San Miguel River,Stream,New Appropriation,07/13/1984,,6001382,confl S Fk San Miguel River at,245099.11,4203345.97,conf Fall Creek at,234378.93,4209353.94,,,"(37.993056, -108.024167)",8.4,20 (1/1 - 12/31),,San Miguel,San Miguel
80CW0036,7,29,Lane Creek,Stream,New Appropriation,01/30/1980,,2901912,headwaters in vicinity of,339064.52,4147694.02,confl EF San Juan River at,340658.24,4142422.07,,,"(37.414722, -106.803611)",4,1 (1/1 - 12/31),,Mineral,Upper San Juan
02CW0266,4,60,Chapman Gulch,Stream,New Appropriation,01/23/2002,,6001284,headwaters in vicinity of,254242.66,4194454.35,confl Howard's Fork at,252923.64,4193666.33,,,"(37.856944, -107.807778)",0.8,"1.8 (5/15 - 7/14), 0.3 (7/15 - 5/14)",,San Miguel,San Miguel
90CW0303,5,51,Saint Louis Creek,Stream,New Appropriation,11/27/1990,,5102103,headwaters in vicinity of,418167.30,4406802.68,hdgt Denver Water Board div at,422217.20,4411768.18,,,"(39.8525, -105.909444)",4.7,"2.5 (9/16 - 5/14), 6 (5/15 - 9/15)",,Grand,Colorado Headwaters
03CW0034,3,26,Sheep Creek,Stream,New Appropriation,01/22/2003,,2601176,confl Spanish Creek at,371198.50,4230245.28,BLM boundary at,372287.99,4227992.90,,,"(38.190833, -106.457778)",1.7,3.6 (5/1 - 8/14),,Saguache,Saguache
W-3029-76,5,37,DELUGE LAKE,Lake,New Appropriation,01/14/1976,,3703547,na,,,na,,,4390400.29,394742.46,"(39.656944, -106.226389)",,,28,Eagle,Eagle
84CW0408,4,40,Snowshoe Creek,Stream,New Appropriation,05/04/1984,,4002355,confl Grouse Spg & Schafer Cks,302311.39,4310081.09,confl Anthracite Creek in,297319.45,4311476.06,,,"(38.928808, -107.338164)",4,3 (1/1 - 12/31),,Gunnison,North Fork Gunnison
86CW0212,5,51,Smith Creek,Stream,New Appropriation,03/14/1986,,5102059,headwaters in vicinity of,402378.65,4443703.02,confl Corral Creek in,398955.08,4439426.83,,,"(40.099072, -106.185453)",4.2,1 (1/1 - 12/31),,Grand,Colorado Headwaters
00CW0102,2,12,Fourmile Creek,Stream,New Appropriation,01/26/2000,,1203202,confl High Creek at,477276.37,4282395.72,confl Cripple Creek at,480082.33,4279811.24,,,"(38.666389, -105.228333)",3.4,"8.2 (4/15 - 10/14), 4.9 (10/15 - 4/14)",,"Fremont, Teller",Upper Arkansas
98CW0220,4,62,West Fork Powderhorn Creek,Stream,New Appropriation,05/11/1998,,6201762,headwaters in the vicinity of,307994.59,4222836.27,confl Powderhorn Creek at,314397.37,4235076.84,,,"(38.244722, -107.120556)",9.5,"0.75 (11/1 - 3/31), 2 (4/1 - 10/31)",,"Gunnison, Hinsdale",Upper Gunnison
78W3801,5,37,South Fork Eagle River,Stream,New Appropriation,05/12/1978,,3702024,headwaters in,388510.56,4357970.57,confl EF Eagle River in,386918.64,4364400.34,,,"(39.421719, -106.313725)",6,3 (1/1 - 12/31),,Eagle,Eagle
89CW0209,1,4,Twin Cabin Gulch,Stream,New Appropriation,11/14/1989,,0402108,confl unnamed tributary in,464932.69,4495992.42,confl Buckhorn Creek in,467246.65,4491907.37,,,"(40.577303, -105.386986)",3.4,"0.25 (11/1 - 4/30), 1.5 (5/1 - 8/31), 0.5 (9/1 - 10/31)",,Larimer,Big Thompson
74W2377,4,59,Taylor River,Stream,New Appropriation,09/19/1974,,5901583,confl Illinois Creek in,364482.23,4303541.23,confl Taylor Park Res in,364031.37,4302445.47,,,"(38.860339, -106.567106)",1,55 (1/1 - 12/31),,Gunnison,East-Taylor
